id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;beneficios_expectativa;pregunta_bizarra;rh_una_palabra;diversidad_sexual;libertad_ser;diversidad_management;lenguaje_inclusivo;discapacidad;linea_segura;sufrio_acoso;teletrabajo;retorno_plan;retorno_mes;retorno_decision;retorno_dias;modalidad_ingresos;retorno_satisfaccion;valoracion_gestion_pandemia;tipo_cambio;multiplicador;sueldo_ft;sueldo_dolar;cuenta
35;2021-10-22T14:45:12Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Mendoza;Relación de Dependencia;Alimentación, bebidas;2.501 - 5.000;Nacional;20;Analista;Temporada;Full time;Generalista;0;0;0;3;42000;Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;Marzo;No;Meta4;Recursos Humanos;No;0;3;Sí, activamente;Vacaciones extendidas, dias libres, idioma, gym, comedor, combustible;No me han hecho preguntas bizarras;Desarrollo;No;Ni de acuerdo ni en desacuerdo;0.3;En desacuerdo;No tengo ninguna discapacidad;Si;Si;No;Presencial 100%;Ya volvimos 100%;De común acuerdo;No aplica;Presencial;Muy satisfecho;3;106.46;1;42000;394.51437159496527;1
36;2021-10-22T14:51:16Z;Mujer cis;25 - 30;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;2;Analista;Indeterminado;Full time;Generalista;0;1;1;1;69000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Equipamiento ergonómico de teletrabajo, Home office, Reintegro en electricidad;No recibo bono;No tuve ajustes;0;Enero;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Inglés, descuentos en gym, cuponera, bono;Qué animal serias y por que?;Transformación;No;Totalmente de acuerdo;0.3;En desacuerdo;No tengo ninguna discapacidad;No;No;Si;Mixto;No esta definido;De la empresa;3 días;Teletrabajo;Algo satisfecho;5;106.46;1;69000;648.1307533345858;1
37;2021-10-22T16:07:23Z;Mujer cis;18 - 25;Universitario en curso;Administración de Empresas;Universidad Pública;Argentina;Mendoza;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;8;Analista;Indeterminado;Full time;Reclutamiento;0;1;1;0;85000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Gimnasio, Home office, Idiomas, Préstamos, Reintegros en capacitación;No recibo bono;3 o más ajustes;27;Julio;No;bizneo;Capital Humano;No;0.1;4;No,  pero escucho ofertas;viernes flex;¿Te gusta el vino?;amor por las personas;No;Totalmente de acuerdo;0.2;De acuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;Mixto;No aplica;De común acuerdo;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;4;106.46;1;85000;798.4219425136201;1
39;2021-10-22T16:10:38Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Tecnologías de información;1 - 50;Multinacional;2;Director;Monotributista;Part time;Administración de Personal;1;1;1;2;35000;Horarios flexibles, Home office;No recibo bono;3 o más ajustes;50;Julio;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;People;No;NA;4;No,  pero escucho ofertas;Más días de vacaciones;NA;Personas;No;De acuerdo;0.5;En desacuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;Mixto;No aplica;De común acuerdo;4 días;Mixta;Algo satisfecho;3;106.46;1;35000;328.7619763291377;1
40;2021-10-22T16:12:59Z;Hombre cis;31 - 35;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;1.001 - 2.500;Multinacional;70;HRBP;Indeterminado;Full time;Generalista;0;11;3;15;260000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Abono de internet, Home office, Seguro de vida (adicionales a los de ley);No recibo bono;2 ajustes;40;Septiembre;No;Workday;Recursos Humanos;No;0.4;3;No,  pero escucho ofertas;Gimnasio 100% bonificado. Reintegros 100% internet. Celular. Frutas. Snacks.;NA;Cercania;No;Totalmente de acuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;No esta definido;No aplica;3 días;Teletrabajo;Algo satisfecho;4;106.46;1;260000;2442.231824159309;1
41;2021-10-22T16:16:21Z;Hombre cis;36 - 40;Universitario en curso;Otras;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;501 - 1.000;Nacional;8;Responsable;Indeterminado;Full time;Payroll;6;15;7;15;325000;No tengo beneficios adicionales;Dos sueldos;3 o más ajustes;47;Octubre;No;Buxis;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Home Office;NA;Contención;No;Ni de acuerdo ni en desacuerdo;0.4;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Noviembre 2021;De la empresa;No aplica;Presencial;Algo satisfecho;3;106.46;1;325000;3052.789780199136;1
42;2021-10-22T16:18:22Z;Mujer cis;31 - 35;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Servicios de consultoría;101 - 250;Nacional;5;Analista;Indeterminado;Full time;Generalista;1;4;4;7;122000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Abono de internet, Frutas y snacks, Home office;Un sueldo;3 o más ajustes;20;Octubre;No;No tenemos sistema de gestión;Recursos Humanos;No;0;5;No,  pero escucho ofertas;Pago en Dolares;NA;NA;No;Totalmente de acuerdo;0.1;Totalmente en desacuerdo;No tengo ninguna discapacidad;No;Si;Si;Mixto;No esta definido;De la empresa;3 días;Teletrabajo;Algo satisfecho;5;106.46;1;122000;1145.9703174901372;1
43;2021-10-22T16:28:30Z;Hombre cis;36 - 40;Universitario en curso;Otras;Universidad Pública;Argentina;San Luis;Relación de Dependencia;Alimentación, bebidas;501 - 1.000;Multinacional;4;Analista;Indeterminado;Full time;Administración de Personal;2;0;0;12;105000;Medicina prepaga / Plan de salud, Comedor / Almuerzos;No recibo bono;1 solo;12;Octubre;No;SAP / SuccessFactors;Recursos Humanos;No;0.1;2;Sí, activamente;Home Office, Capacitacion, Horarios Flexibles;NA;Paciencia;No;Prefiero no responder;0.3;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Muy instatisfecho;2;106.46;1;105000;986.2859289874132;1
44;2021-10-22T16:31:37Z;Mujer cis;36 - 40;Maestría abandonada;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;10.001 o más;Nacional;100;Jefe;Indeterminado;Full time;Generalista;5;2;2;16;275000;Medicina prepaga / Plan de salud, reintegro guarderia;Dos sueldos;2 ajustes;25;Octubre;No;SAP / SuccessFactors;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Flexibilidad horaria, mas dias de vacaciones;NA;Todoterreno;No;Totalmente de acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;Si;Voy rotando entre la oficina y el teletrabajo;Mixto;Ya volvimos 100%;De la empresa;2 días;Mixta;Algo satisfecho;5;106.46;1;275000;2583.1298140146537;1
45;2021-10-22T16:33:49Z;Hombre cis;31 - 35;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Función pública;501 - 1.000;Nacional;40;Jefe;Indeterminado;Full time;Administración de Personal;6;5;2;8;175000;Vacaciones extendidas, Licencias extendidas;Dos sueldos;2 ajustes;40;Abril;No;SAP / SuccessFactors;Capital Humano;No;0;3;Sí, activamente;Home Office y posibilidades de traslado al exterior;Me tildaron de falta de ambición por decir que estaba cómodo en mi trabajo actual;Servicio;No;Ni de acuerdo ni en desacuerdo;0.5;En desacuerdo;No tengo ninguna discapacidad;Si;Si;Voy rotando entre la oficina y el teletrabajo;Presencial 100%;No esta definido;De la empresa;No aplica;No hubo ingresos;Muy instatisfecho;3;106.46;1;175000;1643.8098816456886;1
46;2021-10-22T16:50:19Z;Mujer cis;36 - 40;Maestría completa;Psicología;Universidad Privada;Bolivia;NA;Relación de Dependencia;Servicios de correos y de telecomunicaciones;2.501 - 5.000;Multinacional;40;Analista;Indeterminado;Full time;Reclutamiento;0;8;3;10;10429;Medicina prepaga / Plan de salud, Abono de celular, Abono de internet, Home office, Idiomas, Posgrados, Seguro de vida (adicionales a los de ley), Spotify / Netflix / Servicios de Streaming;No recibo bono;1 solo;4;Mayo;Si, en proyectos ad honorem;Workday;Recursos Humanos;No;0.4;5;No estoy buscando cambiar;Seguir con home office;Si pienso tener más hijos;Talento;No;Totalmente de acuerdo;0.3;De acuerdo;No tengo ninguna discapacidad;Si;Si;Si;En evaluación;Marzo 2022 en adelante;De la empresa;5 días;Teletrabajo;Algo insatisfecho;5;6.96;1;10429;1498.4195402298851;1
48;2021-10-22T17:03:11Z;Hombre cis;36 - 40;Universitario abandonado;Psicología;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Otros;1 - 50;Nacional;1;Gerente;Indeterminado;Full time;Generalista;0;0;0;15;210000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Home office, Idiomas;Tres sueldos o más;2 ajustes;25;Junio;No;No tenemos sistema de gestión;Capital Humano;Si;0.2;4;No estoy buscando cambiar;Sueldo dolarizado;Profundizar en temas personales (no asociados en absoluto a lo personal. Ej: ¿Qué caracterisiticas valoras de tu pareja?);Nexo;No;De acuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Diciembre 2021;De común acuerdo;2 días;Teletrabajo;Muy satisfecho;4;106.46;1;210000;1972.5718579748263;1
49;2021-10-22T17:12:49Z;Mujer cis;36 - 40;Diplomado de posgrado en curso;Otras;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;2.501 - 5.000;Multinacional;154;Analista;Plazo Fijo;Full time;Comunicación Interna;0;10;4;1;170000;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Frutas y snacks;Menos de un sueldo;2 ajustes;27;Agosto;No;Nexus;Capital Humano;Si;0;2;Sí, activamente;Modalidad híbrida, descuentos importantes para comprar alimentos.;no recuerdo.;obsoleto;No;Totalmente de acuerdo;0.1;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;agresión verbal.;Voy rotando entre la oficina y el teletrabajo;En evaluación;No esta definido;De la empresa;1 día;Mixta;Muy instatisfecho;5;106.46;1;170000;1596.8438850272403;1
50;2021-10-22T17:15:42Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;4;Analista;Indeterminado;Full time;Generalista;1;2;2;4;80000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Abono de celular, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Posgrados, Reintegros en capacitación;No recibo bono;2 ajustes;23;Julio;No;HC Work;Talento Humano;No;0.3;4;No,  pero escucho ofertas;hoy mi empresa cubre todas las necesidades por el momento.;Como se llamaba el CEO de la multinacional en la que trabajaba.;puente;Prefiero no responder;Ni de acuerdo ni en desacuerdo;0.1;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;No esta definido;De la empresa;A elección de cada empleado;Mixta;Muy satisfecho;5;106.46;1;80000;751.4559458951719;1
51;2021-10-22T17:24:17Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Bancos, banca online;1 - 50;Multinacional;1;HRBP;Indeterminado;Full time;Capacitación y Desarrollo;0;2;2;8;199000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Comedor / Almuerzos, Idiomas, Seguro de vida (adicionales a los de ley), Reintegro en electricidad;Un sueldo;2 ajustes;33;Octubre;No;Oracle HCM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;199000;1869.2466654142402;1
53;2021-10-22T18:05:48Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Minería;51 - 100;Nacional;1;Responsable;Eventual;Full time;Administración de Personal;0;0;0;0;63250;Medicina prepaga / Plan de salud, Comedor / Almuerzos;No recibo bono;1 solo;15;Julio;No;No tenemos sistema de gestión;Recursos Humanos;No;0;2;No,  pero escucho ofertas;obra social, horarios flexibles, pago de horas extras;NA;Núcleo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;63250;594.1198572233703;1
54;2021-10-22T18:17:38Z;Mujer cis;18 - 25;Universitario completo;Psicología;Universidad Pública;Bolivia;NA;Relación de Dependencia;Tecnologías de información;1 - 50;Multinacional;2;Analista;Indeterminado;Full time;Reclutamiento;0;0;0;4;4000;Home office, Idiomas;No recibo bono;No tuve ajustes;0;Septiembre;Si, en emprendimiento relacionado con RRHH;OrangeHR.  y estamos viendo de usar otro mejor;Adquisión de Talento;Si;0.5;4;No estoy buscando cambiar;Costeo de pasajes y viaticos cuando toca viajar a la sede de empresa (otra provincia);¿Cuántos seguidores tenés en LinkedIn? y cómo lo conseguiste... jajajaja osea, yo sé que como reclutador es importante, pero eso se puede averiguar por sí mismo, y lo peor! me preguntó cuánto porcentaje de seguidores IT tenía. jajaj menos mal ya no estoy en esa empresa.;my code;No;De acuerdo;0;De acuerdo;No tengo ninguna discapacidad;No;Si;Si;Mixto;No esta definido;No aplica;No aplica;Prefiero no responder;No aplica / Prefiero no responder;4;6.96;1;4000;574.7126436781609;1
55;2021-10-22T18:18:45Z;Hombre cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;San Juan;Relación de Dependencia;Alimentación, bebidas;501 - 1.000;Multinacional;5;Analista;Temporada;Full time;Generalista;0;2;2;4;47000;Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Home office;No recibo bono;No tuve ajustes;25;Enero;Si, en proyectos ad honorem;Meta4 y enlatado propio;Recursos Humanos;No;NA;5;Sí, activamente;Prepaga, venta al personal, bono de formación;NA;Humanidad;Si;Totalmente de acuerdo;0.4;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Mixto;No aplica;De común acuerdo;A elección de cada empleado;Mixta;Muy satisfecho;5;106.46;1;47000;441.4803682134135;1
56;2021-10-22T18:54:00Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;10.001 o más;Multinacional;20;Analista;Indeterminado;Full time;Reclutamiento;0;2;0;6;80000;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Frutas y snacks, Home office;No recibo bono;3 o más ajustes;36;Octubre;Si, en proyectos ad honorem;Enlatado propio;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Horario flexible, dias habiles de vocaciones;NA;Inhumanos;No;Ni de acuerdo ni en desacuerdo;0.3;De acuerdo;No tengo ninguna discapacidad;No se;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Noviembre 2021;De común acuerdo;1 día;Presencial;Algo insatisfecho;3;106.46;1;80000;751.4559458951719;1
57;2021-10-22T19:10:47Z;Mujer cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;1.001 - 2.500;Multinacional;20;Analista;Indeterminado;Full time;Reclutamiento;0;0;3;4;138000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Un sueldo;2 ajustes;32;Octubre;No;Oracle HCM;Talento Humano;Si;0.9;4;No,  pero escucho ofertas;Alimentos / comida;NA;Transformación;No;Totalmente de acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Marzo 2022 en adelante;De la empresa;2 días;Prefiero no responder;Algo insatisfecho;4;106.46;1;138000;1296.2615066691717;1
58;2021-10-22T19:47:56Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;251 - 500;Multinacional;17;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;3;3;5;134000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas, Préstamos, Reintegros en capacitación;Un sueldo;2 ajustes;30;Junio;No;Bamboo HR;Recursos Humanos;Si;0.6;4;No,  pero escucho ofertas;Ubicación flexible;N/A;Gestión;No;De acuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;Si;Si;Mixto;No esta definido;De la empresa;A elección de cada empleado;No hubo ingresos;Algo insatisfecho;3;106.46;1;134000;1258.688709374413;1
59;2021-10-22T20:12:53Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;251 - 500;Multinacional;7;Analista;Indeterminado;Full time;Reclutamiento;0;2;10;10;170000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Idiomas;Menos de un sueldo;3 o más ajustes;50;Octubre;No;No tenemos sistema de gestión;Recursos Humanos;Si;0.3;3;No,  pero escucho ofertas;descuentos en gimnasios, bonificación para compra de supermecados/pedidos ya;no, no me hicieron preguntas bizarras.;Nexo;No;De acuerdo;0.5;Totalmente en desacuerdo;No tengo ninguna discapacidad;No se;No;Si;En evaluación;No esta definido;No aplica;No aplica;Mixta;No aplica / Prefiero no responder;3;106.46;1;170000;1596.8438850272403;1
60;2021-10-22T20:24:21Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;501 - 1.000;Multinacional;12;HRBP;Indeterminado;Full time;Generalista;0;2;5;7;164000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Comedor / Almuerzos, Home office, Idiomas;Un sueldo;3 o más ajustes;44;Octubre;No;Enlatado propio;Recursos Humanos;Si;0.2;5;No,  pero escucho ofertas;Combustible;Más bien una afirmación que no creía en el mail como soporte por lo que solo me dejaría su cv en papel;Pasion;No;Totalmente de acuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Ya volvimos 100%;De la empresa;A elección de cada empleado;Mixta;Muy satisfecho;5;106.46;1;164000;1540.4846890851024;1
61;2021-10-22T20:57:49Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;251 - 500;Multinacional;6;Analista;Indeterminado;Full time;Administración de Personal;0;1;1;3;95000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo;Un sueldo;2 ajustes;30;Septiembre;No;Workday;Recursos Humanos;No;0.3;5;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;95000;892.3539357505167;1
62;2021-10-22T21:05:03Z;Mujer cis;36 - 40;Maestría completa;Otras;Universidad Privada;Paraguay;NA;Relación de Dependencia;Función pública;251 - 500;Nacional;20;Administrativo;Indeterminado;Full time;Reclutamiento;0;2;2;2;6700000;No tengo beneficios adicionales, Medicina prepaga / Plan de salud;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Intermediación laboral;No;0;4;Sí, activamente;Aumentar el salario;Sin datos;Personas;No;Totalmente de acuerdo;0.7;Totalmente de acuerdo;No tengo ninguna discapacidad;No se;No;No;Presencial 100%;Ya volvimos 100%;De común acuerdo;3 días;Presencial;No aplica / Prefiero no responder;4;6842.77;1;6700000;979.1356424372001;1
