id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;modalidad;beneficios;bono;ajuste;ajuste_porcentaje;idioma_exigencia;idioma_situaciones;recomendacion;busqueda;comunidad;comunidades;consejo_empleados;diversidad_sexual;discapacidad;diversidad_management;contrata_senior;contrata_discapacidad;sufrio_acoso;machismo;procesos_erp;tienen_pa;herramientas_analisis;prioridad_pa;usa_genai;genai_casos;capacitacion_pa;moneda;codigo_iso;banco;tipo_cambio;fuente;multiplicador;sueldo_ft;sueldo_dolar;cuenta
34;2023-10-02T17:25:09Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;101 - 250;Nacional;4;Analista;Indeterminado;Full time;Generalista;0;7;3;5;600000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Abono de celular, Frutas y snacks, Posgrados, kit escolar, obsequios en días especiales, maquina de snacks;No recibo bono;No tuve ajustes;60;No;Documentación;4;Sí, activamente;Si;NA;NA;No;No tengo ninguna discapacidad;NA;No;No;Si;Si, es muy machista;Nómina;No;Plataforma de BI (por ej., Power BI, Qlik, etc.);Ha crecido;Las uso ocasionalmente (alguna vez en los últimos 3 meses);NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;600000;1630.700657715932;1
36;2023-10-02T19:40:13Z;Mujer cis;41 - 45;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Comercio;101 - 250;Multinacional;5;Responsable;Indeterminado;Full time;Compensaciones y beneficios;2;1;1;19;600000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Abono de celular, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Home office;No recibo bono;3 o más ajustes;65;No;NA;5;No,  pero escucho ofertas;No;NA;El trabajar en RRHH requiere de vocación de servicio.;No;No tengo ninguna discapacidad;0.4;No;No;No;Si pero no es tanto;No tenemos sistema de gestión;No;Excel;Ha crecido;No las usé nunca;NA;No realice, pero me interesaría capacitarme en people analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;600000;1630.700657715932;1
37;2023-10-02T19:43:14Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;1 - 50;Nacional;1;HRBP;Indeterminado;Full time;Generalista;0;2;2;13;300000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Combustible, Comedor / Almuerzos, Gimnasio, Home office, Coaching;No recibo bono;3 o más ajustes;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;300000;815.350328857966;1
38;2023-10-02T20:01:06Z;Hombre cis;26 - 30;Terciario completo;Tecnicatura en Relaciones Laborales;No estudié en la Universidad;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;2;Analista;Indeterminado;Full time;Generalista;0;0;0;1;220000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Frutas y snacks, Home office, Idiomas;No recibo bono;1 solo;20;No;NA;3;Sí, activamente;No;NA;Que no lo haga;No;No tengo ninguna discapacidad;0.2;No;No;No;No es un entorno machista;Nómina;No;Excel;No sé;No las usé nunca;NA;Excel;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;220000;597.9235744958418;1
40;2023-10-03T08:39:31Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;4;HRBP;Indeterminado;Full time;Reclutamiento y selección;0;2;2;10;630000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Frutas y snacks, Home office;No recibo bono;3 o más ajustes;65.5;No;no uso para trabajar.;3;No,  pero escucho ofertas;Si;Sclak de reclutamiento Latam;Paciencia y que conozca todos los procesos para después elegir el que mas le guste.;No;No tengo ninguna discapacidad;0.1;No;No;Si;Si, es muy machista;Nómina, Sueldos;No;Excel;Se mantuvo estable;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Para redactar mensajes a candidatos, o buscar nuevas estrategias.;nada;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;630000;1712.2356906017285;1
41;2023-10-03T08:43:50Z;Hoimbre;26 - 30;Maestría o superior completa;Maestría en administración de empresas;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Alimentación, bebidas;501 - 1.000;Nacional;12;Analista;Indeterminado;Full time;Generalista;0;1;1;1;507000;Presencial 100%;Medicina prepaga / Plan de salud, Tarjeta de descuento, Comedor / Almuerzos, Gimnasio;Un sueldo;No tuve ajustes;0;No;Reportes;2;Sí, activamente;No;NA;Caminar el sector de trabajo, no hay que hacer oficina únicamente.;No;No tengo ninguna discapacidad;0.7;Si;Si;No;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Compensación y Beneficios;No sé;Reportes Nativos del Sistema de Gestión, Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Se mantuvo estable;No las usé nunca;NA;Inteligencia Artificial, Ninguna;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;507000;1377.9420557699625;1
43;2023-10-03T08:54:46Z;Mujer cis;36 - 40;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Industrias químicas;51 - 100;Multinacional;3;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;12;253000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Abono de celular, Frutas y snacks, Home office, Seguro de vida (adicionales a los de ley);Menos de un sueldo;1 solo;0;No;NA;4;No,  pero escucho ofertas;No;NA;Que opte por capacitarse con cursos en temáticas puntuales;No;No tengo ninguna discapacidad;0.1;No se;No se;Si;Si, es muy machista;No tenemos sistema de gestión;No;Excel;No sé;No las usé nunca;No;Excel;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;253000;687.6121106702179;1
44;2023-10-03T09:40:20Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Entre Ríos;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;4;Analista;Indeterminado;Full time;Generalista;0;2;2;2;251000;Presencial 100%;Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos, Frutas y snacks;Menos de un sueldo;2 ajustes;60;Si;Emails, Documentación;5;No,  pero escucho ofertas;No;NA;A alguien que quiera empezar a estudiar, decirle que se capacite paralelamente en tecnología aplicada a HR e inglés.;No;No tengo ninguna discapacidad;0.5;No;No;No;Si pero no es tanto;No tenemos sistema de gestión;No;Excel;Ha crecido;No las usé nunca;NA;ninguna capacitación por parte de la empresa;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;251000;682.1764418111649;1
45;2023-10-03T09:46:43Z;Mujer cis;26 - 30;Universitario completo;Contador Público;Universidad Pública;Argentina;Entre Ríos;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;4;Analista;Indeterminado;Full time;Administración de personal;0;3;3;3;350000;Presencial 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Comedor / Almuerzos, Frutas y snacks, Idiomas, Seguro de vida (adicionales a los de ley);No recibo bono;2 ajustes;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;350000;951.2420503342936;1
46;2023-10-03T10:35:13Z;Mujer cis;31 - 35;Universitario en curso;Administración de Empresas;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;5;Director;Indeterminado;Full time;Generalista;4;0;0;4;600000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Gimnasio, Home office;No recibo bono;1 solo;50;Si;Reuniones, Emails, Reportes, Entrevistas;4;No estoy buscando cambiar;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;600000;1630.700657715932;1
47;2023-10-03T13:16:36Z;Mujer cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;3;Analista;Indeterminado;Full time;Reclutamiento y selección;0;2;5;6;700100;Híbrido/Mixto;Medicina prepaga / Plan de salud, Equipamiento ergonómico de teletrabajo, Home office, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;3 o más ajustes;61.4;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas, Documentación;3;Sí, activamente;Si;ADHRA, IDEA;Que además de la carrera universitaria haga mucho networking, cursos, y youtube;No;No tengo ninguna discapacidad;0;Si;No;Si;Si pero no es tanto;Búsquedas/Applicant Tracking System, Gestión del Desempeño, Compensación y Beneficios;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;Las uso frecuentemente (varias veces al mes);Para crear manuales de procedimiento;Inteligencia Artificial;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;700100;1902.75588411154;1
48;2023-10-03T14:02:02Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Mendoza;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;7;Gerente;Indeterminado;Full time;Payroll, Talent acquisition, Talent Management,;6;6;6;6;800000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet;No recibo bono;3 o más ajustes;35;No;Reuniones, Emails, Documentación;5;No,  pero escucho ofertas;Si;Benchclub;Trabajar en sus habilidades interpersonales: Asertividad, autogestión de las emociones, gestión del tiempo;No;No tengo ninguna discapacidad;0.1;Si;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Sueldos;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;Las uso frecuentemente (varias veces al mes);Para comunicaciones principalmente;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;800000;2174.2675436212426;1
49;2023-10-03T14:24:29Z;Mujer cis;36 - 40;Universitario completo;Psicología;Universidad Privada;Argentina;Entre Ríos;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;5;Responsable;Indeterminado;Part time;Generalista;4;5;3;17;600000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Comedor / Almuerzos, Frutas y snacks, Home office, Idiomas;Menos de un sueldo;1 solo;47;Si;Emails;5;No estoy buscando cambiar;Si;Recruitment Latam - en Slack;Que siempre respete al prójimo - candidato, compañero, jefe o colaborador. y que nunca falte la pasión en los proyectos que encare;No;No tengo ninguna discapacidad;0.5;No;No;Si;Si pero no es tanto;No tenemos sistema de gestión;No;Excel;Ha crecido;No las usé nunca;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;600000;1630.700657715932;1
50;2023-10-03T15:37:25Z;Mujer cis;41 - 45;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Construcción;51 - 100;Nacional;2;Gerente;Indeterminado;Full time;Todas;1;0;0;17;850000;Presencial 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Dia de cumple;No recibo bono;2 ajustes;50;No;Emails;4;No,  pero escucho ofertas;Si;Rrhh interempresas, rrhh sector desarrollistas córdoba, club rindo, comunidad rrhh, comunidad givi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;850000;2310.1592650975704;1
51;2023-10-03T19:35:54Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;5;Analista;Monotributista;Part time;Reclutamiento y selección;0;1;1;3;550000;Remoto 100%;Horarios flexibles, Home office, Idiomas;Un sueldo;3 o más ajustes;60;Si;Reuniones, Emails, Reportes, Entrevistas;4;No estoy buscando cambiar;No;NA;NA;No;No tengo ninguna discapacidad;0.1;No;No;Si;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina;No;Reportes Nativos del Sistema de Gestión, Excel;No sé;Las uso frecuentemente (varias veces al mes);mejorar los mensajes de contacto y comunicaciones;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;550000;1494.8089362396042;1
52;2023-10-03T19:44:02Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;10.001 o más;Multinacional;200;Analista;Indeterminado;Full time;Generalista;0;0;0;6;439600;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Asistencia Psicológica, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Gimnasio, Home office, Idiomas, Asesoramiento Financiero, Posgrados, Coaching, Seguro de vida (adicionales a los de ley), Reintegro en electricidad, Reintegros en capacitación, Spotify / Netflix / Servicios de Streaming, Masajes;Dos sueldos;3 o más ajustes;90;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas, Documentación;5;No estoy buscando cambiar;No;NA;NA;Si;No tengo ninguna discapacidad;0.6;No se;No se;Si;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación, Compensación y Beneficios;Si;Reportes Nativos del Sistema de Gestión, Plataforma de BI (por ej., Power BI, Qlik, etc.), Software de Data Science (R, Python, SAS), Excel;Ha crecido;Las uso ocasionalmente (alguna vez en los últimos 3 meses);NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;439600;1194.760015219873;1
53;2023-10-03T23:51:31Z;Mujer cis;31 - 35;Universitario en curso;Ingeniería Industrial;Universidad Privada;Colombia;NA;Relación de Dependencia;Bancos, banca online;5.001 - 10.000;Nacional;100;Analista;Indeterminado;Full time;Analisis Libranzas;0;2;1;0;3000000;Híbrido/Mixto;Horarios flexibles, Home office, Préstamos;Un sueldo;1 solo;12.5;No;Capacitación;4;No,  pero escucho ofertas;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4044.51;https://www.banrep.gov.co/es/estadisticas/trm;1;3000000;741.7462189486489;1
56;2023-10-04T11:16:36Z;Mujer cis;26 - 30;Universitario completo;Psicología;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;501 - 1.000;Multinacional;15;Analista;Indeterminado;Full time;Reclutamiento y selección;0;1;1;2;500000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Abono de celular, Comedor / Almuerzos, Home office, Idiomas, Bono anual;Variable en función de los resultados de compañía;3 o más ajustes;100;No;Emails, Capacitación, Documentación;4;No,  pero escucho ofertas;No;NA;NA;No;sufro migrañas;0.1;Si;No;Si;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Compensación y Beneficios;No sé;Reportes Nativos del Sistema de Gestión, Software de Data Science (R, Python, SAS), Excel;No sé;No las usé nunca;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;500000;1358.9172147632767;1
57;2023-10-04T11:45:32Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;4;Analista;Indeterminado;Full time;Reclutamiento y selección;0;1;1;2;280000;Remoto 100%;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Reintegro en electricidad, Reintegros en capacitación;Variable en función de los resultados de compañía;3 o más ajustes;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;280000;760.9936402674349;1
58;2023-10-04T13:13:51Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;2;Responsable;Indeterminado;Full time;Generalista;0;1;1;12;600000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office;Un sueldo;3 o más ajustes;72;No;NA;3;No,  pero escucho ofertas;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;600000;1630.700657715932;1
59;2023-10-04T14:55:04Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Misiones;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;101 - 250;Nacional;2;Gerente;Indeterminado;Full time;Relaciones laborales;1;1;1;17;1000000;Presencial 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Asistencia Psicológica, Abono de internet, Frutas y snacks, Home office, Coaching;No recibo bono;3 o más ajustes;45;No;NA;5;No,  pero escucho ofertas;Si;Asoc RH de Misiones;estudiar inglés;No;No tengo ninguna discapacidad;0.5;No;No;Si;No es un entorno machista;Búsquedas/Applicant Tracking System, Sueldos;No;Excel;Ha crecido;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Reclutamiento;Excel, People Analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;1000000;2717.8344295265533;1
60;2023-10-04T15:08:14Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Medios de comunicación, cultura, gráficos;101 - 250;Multinacional;5;Responsable;Indeterminado;Full time;coordino el equipo en general;3;0;0;15;680000;Híbrido/Mixto;Tarjeta de descuento, Horarios flexibles, Abono de celular, Abono de internet, Home office, Idiomas;Un sueldo;1 solo;30;No;Reuniones, Emails, Documentación;4;No estoy buscando cambiar;Si;formar empujar;que busque la manera desde el primer momento de tener exp dentro de una empresa.;No;No tengo ninguna discapacidad;0.4;No;No;No;No es un entorno machista;Búsquedas/Applicant Tracking System, Sueldos;Si;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;No las usé nunca;NA;Excel, Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.);Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;680000;1848.1274120780563;1
61;2023-10-04T16:19:54Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Río Negro;Relación de Dependencia;Alimentación, bebidas;2.501 - 5.000;Nacional;18;Responsable;Indeterminado;Full time;Capacitación y desarrollo;0;3;3;6;508000;Presencial 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Frutas y snacks, Préstamos, Seguro de vida (adicionales a los de ley);No recibo bono;2 ajustes;60;No;no uso;5;No,  pero escucho ofertas;No;NA;Que entienda que somos un área de servicio y que la empatía es lo mas importante porque las personas son siempre lo primero;No;No tengo ninguna discapacidad;0.1;Si;No;No;Si, es muy machista;Nómina, Sueldos;No;Reportes Nativos del Sistema de Gestión, Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;Las usé sólo una vez;consultas de legislación laboral;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;508000;1380.6598901994892;1
62;2023-10-04T16:58:09Z;Hombre;31 - 35;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Neuquén;Relación de Dependencia;Servicios de salud;51 - 100;Nacional;1;Responsable;Indeterminado;Full time;Generalista;0;0;0;5;450000;Presencial 100%;Horarios flexibles, Comedor / Almuerzos;No recibo bono;1 solo;10;No;Documentación;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.8;No;No;No;Si pero no es tanto;Sueldos;No;Reportes Nativos del Sistema de Gestión, Excel;No sé;No las usé nunca;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;450000;1223.0254932869489;1
