id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;beneficios;bono;bono_frecuencia;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;partidos_oficina;agenda;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;desarrollo;anecdota;influencia_rh;colegio;colegio_fundamento;comunidad;comunidades;tarea_odiosa;diversidad_sexual;discapacidad;libertad_ser;diversidad_management;contrata_senior;contrata_discapacidad;lenguaje_inclusivo;linea_segura;sufrio_acoso;machismo;modalidad;dias_teletrabajo;satisfaccion_retorno;estres;comparacion;motivo;registro_fiscal;anios_freelance;que_te_motivo_a_trabajar_por_tu_cuenta;donde_trabajas_habitualmente;exporta;medio_pago_exterior;cuotas;colaboracion_freelance;servicio_busqueda;busqueda_it;entrevista_ingles;trabajas_a_riesgo;coeficiente;base_coeficiente;garantia;servicio_principal;negociacion;valor_hora
27;2022-10-08T17:48:33Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);2.501 - 5.000;Multinacional;;Jefe;Indeterminado;Full time;Reclutamiento y selección;4;;1;;500000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Abono de celular, Home office;Un sueldo;Anual;2 ajustes;;Septiembre;No;Sí;Sí, formalmente está avalado por la empresa;No;0.1;2;Sí, activamente;1;NA;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;Si;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
28;2022-10-09T17:32:54Z;Hombre cis;61 o más;Universitario completo;Análisis Sistemas;Universidad Privada;Argentina;Mendoza;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;Diseñar, comercializar y ejecutar mis servicios;Casa;No;No exporto servicios;Si, frecuentemente;No;No;NA;NA;NA;;NA;NA;Diseño organizacional;No;4500
29;2022-10-09T23:41:01Z;Mujer cis;36 - 40;Maestría o superior en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Alimentación, bebidas;501 - 1.000;Nacional;;Jefe;Indeterminado;Full time;Cultura y bienestar;4;;1;;600000;Medicina prepaga / Plan de salud, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas, Préstamos;No recibo bono;No recibo bono;2 ajustes;;Septiembre;Si, en emprendimiento relacionado con RRHH;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;5;No estoy buscando cambiar;1;Me llamo ma mama de un colaborador y dijo que nos iba a caer una maldición heavy.. fue tremendo;Si, tiene un rol importante real;Si;Para hacer foco en la mirada del ee. No ampararse únicamente en lo legal;Si;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.1;No;No;Ni de acuerdo ni en desacuerdo;No;No;Si, es muy machista;Mixto;A elección de cada sector o empleado;Algo satisfecho;8;Mismo nivel de estrés;Agenda colapsada;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
30;2022-10-10T01:29:42Z;Mujer cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;51 - 100;Multinacional;;HRBP;Indeterminado;Full time;Generalista;1;;0;;270000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;Si, en emprendimiento relacionado con RRHH;Trabajo full remoto;Sí, formalmente está avalado por la empresa;Si;0.3;4;No,  pero escucho ofertas;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.6;No;No;Ni de acuerdo ni en desacuerdo;No se;No;No es un entorno machista;Remoto 100%;5 días;Muy insatisfecho;4;Con menos estrés;Nuevo puesto donde nunca estuve;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
31;2022-10-10T15:06:21Z;Hombre cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;1.001 - 2.500;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;0;;360000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Comedor / Almuerzos, Guadería, Gimnasio, Home office;Dos sueldos;Anual;3 o más ajustes;;Septiembre;Si, en emprendimiento relacionado con RRHH;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
32;2022-10-10T20:56:16Z;Mujer cis;25 - 30;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;251 - 500;Nacional;;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;;2;;220000;Comedor / Almuerzos;No recibo bono;No recibo bono;2 ajustes;;Agosto;No;No;No está permitido;No;NA;3;No,  pero escucho ofertas;4;NA;Si, tiene un rol importante real;No se;NA;No;;Dar respuestas negativas a solicitudes que personalmente avalaría;No;No tengo ninguna discapacidad;NA;0.8;Si;No;Ni de acuerdo ni en desacuerdo;No;No;Si pero no es tanto;Presencial 100%;No aplica;Algo insatisfecho;6;Con menos estrés;Es un área con mucha responsabilidad y exigencia tanto de la Dirección como de parte de los colaboradores;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
33;2022-10-11T10:11:22Z;Hombre cis;36 - 40;Diplomado de posgrado completo;Administración de Empresas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;101 - 250;Multinacional;;Líder Ágil;Indeterminado;Full time;Diseño organizacional;0;;1;;499700;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas, Seguro de vida (adicionales a los de ley), Reintegro en electricidad, Reintegros en capacitación;Dos sueldos;Anual;3 o más ajustes;;Octubre;No;Sí;Todavía no evaluado;Si;0.5;4;No,  pero escucho ofertas;3;NA;No tiene un rol importante en la toma de decisiones;No;Old school. Es más, no le encuentro sentido a los actuales.;Si;;Adm de personal;No;No tengo ninguna discapacidad;De acuerdo;0.4;No;No;En desacuerdo;Si;No;No es un entorno machista;Mixto;4 días;Algo satisfecho;9;Con más estrés;Suma de responsabilidades. Cambio organizacional;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
34;2022-10-11T10:38:37Z;Hombre cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;España;NA;Relación de Dependencia;Otros;5.001 - 10.000;Multinacional;;Responsable;Indeterminado;Full time;Reclutamiento y selección;2;;0;;2400;Vacaciones extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;1 solo;;Octubre;Si, en emprendimiento no relacionado con RRHH;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0.3;4;No,  pero escucho ofertas;2;La tuve que llevar a mi jefa directa en su auto a su casa. Primer día de trabajo y yo con registro  de menos de un año de antigüedad. Además por panamericana.;Si, tiene un rol importante real;No se;NA;No;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.2;Si;Si;Ni de acuerdo ni en desacuerdo;Si;No;No es un entorno machista;Mixto;2 días;Algo satisfecho;2;Con menos estrés;Muchas tareas al mismo para ayer;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
35;2022-10-11T10:53:28Z;Hombre cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;501 - 1.000;Multinacional;;Gerente;Indeterminado;Full time;Capacitación y desarrollo;0;;2;;600000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Charter / Servicio de transporte, Combustible, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Guadería, Gimnasio, Home office, Préstamos, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;3 o más ajustes;;Septiembre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
36;2022-10-11T10:53:53Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;51 - 100;Nacional;;Analista;Indeterminado;Full time;Administración de personal;0;;1;;99000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de internet, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Julio;No;Trabajo full remoto;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;2;Sí, activamente;2;NA;Si, tiene un rol importante real;No;NA;No;;Armar presentaciones en PowerPoint;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.4;No;No;En desacuerdo;No;No;No es un entorno machista;Remoto 100%;No aplica;No aplica / Prefiero no responder;8;Mismo nivel de estrés;Por falta de organización;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
37;2022-10-11T11:03:09Z;Mujer cis;25 - 30;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;;Analista;Indeterminado;Full time;Generalista;0;;2;;230000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Equipamiento ergonómico de teletrabajo, Home office;Menos de un sueldo;Anual;3 o más ajustes;;Septiembre;No;Trabajo full remoto;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;5;No,  pero escucho ofertas;2;NA;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;No;;Trámites presenciales en organismos públicos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
38;2022-10-11T11:03:18Z;Hombre cis;25 - 30;Universitario completo;Administración de Empresas;Universidad Privada;El Salvador;NA;Relación de Dependencia;Servicios financieros seguros;101 - 250;Nacional;;HRBP;Indeterminado;Full time;Generalista;0;;3;;1750;Medicina prepaga / Plan de salud, Tarjeta de descuento, Frutas y snacks, Gimnasio, Home office, Préstamos, Seguro de vida (adicionales a los de ley), Reintegros en capacitación, club de playa;No recibo bono;No recibo bono;1 solo;;Mayo;No;Sí;No me interesa;No;0.1;5;No,  pero escucho ofertas;3;NA;Si, tiene un rol importante real;No se;Puede ser si gustas especializarte en algo, pero en mi experiencia he encontrado psicologos muy malos en puestos de reclutamiento, so, creo que es más de la actitud.;No;;Archivar;Si;No tengo ninguna discapacidad;En desacuerdo;0.6;No;Si;Ni de acuerdo ni en desacuerdo;Si;No;Si pero no es tanto;Mixto;3 días;Algo insatisfecho;7;Con menos estrés;Porque siento que hay muchas decisiones en las que no puedo influir y que harían una gran diferencia.;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
39;2022-10-11T11:09:14Z;Mujer cis;25 - 30;Maestría o superior en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Educación;101 - 250;Nacional;;Gerente;Indeterminado;Part time;Capacitación y desarrollo;0;;3;;180;Horarios flexibles, Charter / Servicio de transporte, Idiomas, Posgrados;No recibo bono;No recibo bono;3 o más ajustes;;Octubre;Si, en emprendimiento relacionado con RRHH;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
40;2022-10-11T11:11:19Z;Hombre cis;36 - 40;Maestría o superior completa;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Comercio;51 - 100;Nacional;;Jefe;Indeterminado;Part time;Generalista, no hay un foco que sobresalga;0;;5;;277000;Medicina prepaga / Plan de salud, Horarios flexibles;Menos de un sueldo;Anual;2 ajustes;;Julio;Si, en emprendimiento relacionado con RRHH;Sí;Sí, formalmente está avalado por la empresa;No;0;4;No,  pero escucho ofertas;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Hace falta una entidad que regule las actividades y también donde podamos nuclearnos los profesionales que trabajemos en la rama. Permitiría homogeneizar prácticas y formas.;Si;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.4;No;Si;En desacuerdo;Si;No;Si, es muy machista;Presencial 100%;No aplica;Algo satisfecho;3;Mismo nivel de estrés;la gente está exaltada en general por la recesión económica;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
41;2022-10-11T11:11:29Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Educación;1 - 50;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;;0;;138000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Home office;No recibo bono;No recibo bono;1 solo;;Julio;No;Trabajo full remoto;NA;No;0;4;No,  pero escucho ofertas;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;Si;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.9;No;No;Totalmente en desacuerdo;Si;No;Si pero no es tanto;Mixto;A elección de cada sector o empleado;Muy satisfecho;8;Mismo nivel de estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
42;2022-10-11T11:11:43Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;;Analista;Indeterminado;Full time;Cultura Organizacional;0;;0;;140000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas;No recibo bono;No recibo bono;2 ajustes;;Abril;Si, en emprendimiento relacionado con RRHH;No;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;3;No,  pero escucho ofertas;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;No;;Organizar la fiesta/regalos de fin de año;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.1;No se;No;En desacuerdo;No;Si;Si, es muy machista;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
43;2022-10-11T11:14:47Z;Mujer cis;41 - 45;Maestría o superior en curso;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;nunca me ofrecieron trabajar en relación de dependencia;Casa;No;no exporto;Si, eventualmente;Si;No;NA;NA;NA;;NA;NA;Capacitación;Si;8500
44;2022-10-11T11:19:26Z;Mujer cis;18 - 25;Universitario en curso;Administración de Empresas;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;2;;170000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Préstamos;No recibo bono;No recibo bono;3 o más ajustes;;Julio;No;Trabajo full remoto;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0.1;4;No estoy buscando cambiar;4;NA;Si, tiene un rol importante real;No se;NA;No;;NA;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.2;Si;No;Ni de acuerdo ni en desacuerdo;Si;No;Si pero no es tanto;Mixto;4 días;Muy satisfecho;6;Con menos estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
45;2022-10-11T11:25:24Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Comercio;1 - 50;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;;2;;145000;No tengo beneficios adicionales;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;No;No hay lineamiento;No;0;3;Sí, activamente;1;NA;No tiene un rol importante en la toma de decisiones;No se;NA;No;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;En desacuerdo;0.1;No;No;Ni de acuerdo ni en desacuerdo;No;No;Si, es muy machista;Presencial 100%;No aplica;No aplica / Prefiero no responder;8;Con más estrés;La falta de valoración por el trabajo que hago y la constante exigencia por alcanzar buenos resultados cuando el resto del equipo no colabora. Pero pareciera que exigen más a los que más pueden dar.;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
46;2022-10-11T11:29:56Z;Hombre cis;36 - 40;Maestría o superior completa;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;1.001 - 2.500;Nacional;;Gerente;Indeterminado;Full time;Generalista;19;;0;;500000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Frutas y snacks, Home office, Posgrados, Reintegros en capacitación;Un sueldo;Semestral;3 o más ajustes;;Septiembre;Si, en emprendimiento relacionado con RRHH;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
47;2022-10-11T11:42:25Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;1 - 50;Multinacional;;Gerente;Indeterminado;Full time;Generalista;3;;5;;700000;Medicina prepaga / Plan de salud, Licencias extendidas, Abono de celular, Charter / Servicio de transporte, Frutas y snacks;Un sueldo;Anual;3 o más ajustes;;Septiembre;No;Sí;Sí, formalmente está avalado por la empresa;No;0;5;No,  pero escucho ofertas;2;NA;Si, tiene un rol importante real;Si;NA;No;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.8;Si;No;De acuerdo;No;Si;No es un entorno machista;Presencial 100%;No aplica;Algo satisfecho;7;Mismo nivel de estrés;carga de trabajo;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
48;2022-10-11T11:42:33Z;Mujer cis;36 - 40;Terciario completo;No estudié en la Universidad;No estudié en la Universidad;Argentina;Córdoba;Relación de Dependencia;Otros;51 - 100;Nacional;;Gerente;Indeterminado;Full time;Generalista;0;;2;;235000;Comedor / Almuerzos;No recibo bono;No recibo bono;2 ajustes;;Septiembre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
49;2022-10-11T11:42:53Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;Mayor ingreso;En la misma empresa;No;No exporto servicios;No;No;No;NA;NA;NA;;NA;NA;Diseño organizacional;Depende el cliente;1583
50;2022-10-11T11:45:27Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;;Recruiter IT;Indeterminado;Full time;Reclutamiento y selección;0;;0;;120000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;No recibo bono;No tuve ajustes;;NA;Si, en emprendimiento relacionado con RRHH;Trabajo full remoto;NO ESTA DEFINIDO AUN;No;NA;4;No,  pero escucho ofertas;4;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Documentar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
51;2022-10-11T11:54:21Z;Mujer cis;46 - 50;Diplomado de posgrado completo;Administración de Empresas;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Industria metalúrgica, metalmecánica;51 - 100;Multinacional;;Gerente;Indeterminado;Full time;Generalista;0;;2;;405000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Comedor / Almuerzos, Home office, Idiomas;Menos de un sueldo;Anual;3 o más ajustes;;Septiembre;No;Sí;Sí, formalmente está avalado por la empresa;Si;0.4;5;No,  pero escucho ofertas;5;NA;Si, tiene un rol importante real;Si;siempre es bueno hacer sinergia;Si;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.1;No se;No;Totalmente en desacuerdo;Si;No;No es un entorno machista;Mixto;3 días;Muy satisfecho;6;No me siento estresada o estresado;presion corporativa, falta de tiempo;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
